Time [s],Channel,Value
0.000924190000000,1,0
0.000929860000000,2,330
0.000935530000000,1,0
0.000941200000000,2,1261
0.000946870000000,1,0
0.000952540000000,2,604
0.000958210000000,1,0
0.000963870000000,2,1460
0.000969540000000,1,0
0.000975210000000,2,659
0.000980880000000,1,0
0.000986550000000,2,1598
0.000992220000000,1,0
0.000997890000000,2,447
0.001003560000000,1,0
0.001009220000000,2,1625
0.001014890000000,1,0
0.001020560000000,2,5
0.001026230000000,1,0
0.001031900000000,2,1526
0.001037570000000,1,-1
0.001043240000000,2,-556
0.001048910000000,1,0
0.001054580000000,2,1293
0.001060240000000,1,-1
0.001065910000000,2,-1123
0.001071580000000,1,0
0.001077250000000,2,954
0.001082920000000,1,-1
0.001088590000000,2,-1587
0.001094260000000,1,0
0.001099930000000,2,574
0.001105600000000,1,-1
0.001111270000000,2,-1838
0.001116930000000,1,0
0.001122600000000,2,207
0.001128270000000,1,-1
0.001133940000000,2,-1817
0.001139610000000,1,-1
0.001145280000000,2,-85
0.001150950000000,1,-1
0.001156610000000,2,-1519
0.001162280000000,1,-1
0.001167950000000,2,-204
0.001173620000000,1,-1
0.001179290000000,2,-990
0.001184960000000,1,-1
0.001190630000000,2,-133
0.001196300000000,1,-1
0.001201970000000,2,-409
0.001207640000000,1,0
0.001213300000000,2,21
0.001218970000000,1,-1
0.001224640000000,2,-6
0.001230310000000,1,0
0.001235980000000,2,152
0.001241650000000,1,0
0.001247320000000,2,130
0.001252990000000,1,0
0.001258660000000,2,199
0.001264320000000,1,0
0.001269990000000,2,56
0.001275660000000,1,0
0.001281330000000,2,113
0.001287000000000,1,-1
0.001292670000000,2,-175
0.001298340000000,1,-1
0.001304010000000,2,-88
0.001309670000000,1,-1
0.001315340000000,2,-516
0.001321010000000,1,-1
0.001326680000000,2,-321
0.001332350000000,1,-1
0.001338020000000,2,-883
0.001343690000000,1,-1
0.001349360000000,2,-545
0.001355030000000,1,-1
0.001360690000000,2,-1196
0.001366360000000,1,-1
0.001372030000000,2,-732
0.001377700000000,1,-1
0.001383370000000,2,-1371
0.001389040000000,1,-1
0.001394710000000,2,-803
0.001400380000000,1,-1
0.001406050000000,2,-1323
0.001411710000000,1,-1
0.001417380000000,2,-729
0.001423050000000,1,-1
0.001428720000000,2,-1106
0.001434390000000,1,-1
0.001440060000000,2,-558
0.001445730000000,1,-1
0.001451400000000,2,-883
0.001457070000000,1,-1
0.001462740000000,2,-300
0.001468400000000,1,-1
0.001474070000000,2,-748
0.001479740000000,1,0
0.001485410000000,2,29
0.001491080000000,1,-1
0.001496750000000,2,-717
0.001502420000000,1,0
0.001508080000000,2,307
0.001513750000000,1,-1
0.001519420000000,2,-837
0.001525090000000,1,0
0.001530760000000,2,396
0.001536430000000,1,-1
0.001542100000000,2,-1121
0.001547770000000,1,0
0.001553440000000,2,254
0.001559110000000,1,-1
0.001564770000000,2,-1478
0.001570440000000,1,-1
0.001576110000000,2,-112
0.001581780000000,1,-1
0.001587450000000,2,-1814
0.001593120000000,1,-1
0.001598790000000,2,-658
0.001604460000000,1,-1
0.001610130000000,2,-2090
0.001615790000000,1,-1
0.001621460000000,2,-1261
0.001627130000000,1,-1
0.001632800000000,2,-2268
0.001638470000000,1,-1
0.001644140000000,2,-1806
0.001649810000000,1,-1
0.001655480000000,2,-2330
0.001661140000000,1,-1
0.001666810000000,2,-2243
0.001672480000000,1,-1
0.001678150000000,2,-2304
0.001683820000000,1,-1
0.001689490000000,2,-2518
0.001695160000000,1,-1
0.001700830000000,2,-2217
0.001706500000000,1,-1
0.001712160000000,2,-2581
0.001717830000000,1,-1
0.001723500000000,2,-2122
0.001729170000000,1,-1
0.001734840000000,2,-2479
0.001740510000000,1,-1
0.001746180000000,2,-2137
0.001751850000000,1,-1
0.001757520000000,2,-2334
0.001763190000000,1,-1
0.001768850000000,2,-2345
0.001774520000000,1,-1
0.001780190000000,2,-2239
0.001785860000000,1,-1
0.001791530000000,2,-2681
0.001797200000000,1,-1
0.001802870000000,2,-2204
0.001808530000000,1,-1
0.001814200000000,2,-2998
0.001819870000000,1,-1
0.001825540000000,2,-2202
0.001831210000000,1,-1
0.001836880000000,2,-3209
0.001842550000000,1,-1
0.001848220000000,2,-2186
0.001853890000000,1,-1
0.001859560000000,2,-3317
0.001865220000000,1,-1
0.001870890000000,2,-2105
0.001876560000000,1,-1
0.001882230000000,2,-3323
0.001887900000000,1,-1
0.001893570000000,2,-1906
0.001899240000000,1,-1
0.001904910000000,2,-3190
0.001910580000000,1,-1
0.001916240000000,2,-1586
0.001921910000000,1,-1
0.001927580000000,2,-2917
0.001933250000000,1,-1
0.001938920000000,2,-1213
0.001944590000000,1,-1
0.001950260000000,2,-2623
0.001955920000000,1,-1
0.001961590000000,2,-885
0.001967260000000,1,-1
0.001972930000000,2,-2467
0.001978600000000,1,-1
0.001984270000000,2,-656
0.001989940000000,1,-1
0.001995610000000,2,-2528
0.002001280000000,1,-1
0.002006950000000,2,-532
0.002012610000000,1,-1
0.002018280000000,2,-2750
0.002023950000000,1,-1
0.002029620000000,2,-511
0.002035290000000,1,-1
0.002040960000000,2,-3024
0.002046630000000,1,-1
0.002052300000000,2,-622
0.002057970000000,1,-1
0.002063630000000,2,-3279
0.002069300000000,1,-1
0.002074970000000,2,-895
0.002080640000000,1,-1
0.002086310000000,2,-3479
0.002091980000000,1,-1
0.002097650000000,2,-1287
0.002103320000000,1,-1
0.002108990000000,2,-3560
0.002114660000000,1,-1
0.002120320000000,2,-1702
0.002125990000000,1,-1
0.002131660000000,2,-3465
0.002137330000000,1,-1
0.002143000000000,2,-2082
0.002148670000000,1,-1
0.002154340000000,2,-3239
0.002160000000000,1,-1
0.002165670000000,2,-2377
0.002171340000000,1,-1
0.002177010000000,2,-2967
0.002182680000000,1,-1
0.002188350000000,2,-2483
0.002194020000000,1,-1
0.002199690000000,2,-2660
0.002205360000000,1,-1
0.002211030000000,2,-2358
0.002216690000000,1,-1
0.002222360000000,2,-2342
0.002228030000000,1,-1
0.002233700000000,2,-2089
0.002239370000000,1,-1
0.002245040000000,2,-2116
0.002250710000000,1,-1
0.002256380000000,2,-1766
0.002262050000000,1,-1
0.002267710000000,2,-2016
0.002273380000000,1,-1
0.002279050000000,2,-1456
0.002284720000000,1,-1
0.002290390000000,2,-1951
0.002296060000000,1,-1
0.002301730000000,2,-1277
0.002307400000000,1,-1
0.002313070000000,2,-1821
0.002318730000000,1,-1
0.002324400000000,2,-1324
0.002330070000000,1,-1
0.002335740000000,2,-1554
0.002341410000000,1,-1
0.002347080000000,2,-1560
0.002352750000000,1,-1
0.002358420000000,2,-1119
0.002364080000000,1,-1
0.002369750000000,2,-1895
0.002375420000000,1,-1
0.002381090000000,2,-599
0.002386760000000,1,-1
0.002392430000000,2,-2248
0.002398100000000,1,-1
0.002403770000000,2,-121
0.002409440000000,1,-1
0.002415100000000,2,-2501
0.002420770000000,1,0
0.002426440000000,2,315
0.002432110000000,1,-1
0.002437780000000,2,-2583
0.002443450000000,1,0
0.002449120000000,2,748
0.002454790000000,1,-1
0.002460450000000,2,-2530
0.002466120000000,1,0
0.002471790000000,2,1121
0.002477460000000,1,-1
0.002483130000000,2,-2368
0.002488800000000,1,0
0.002494470000000,2,1370
0.002500140000000,1,-1
0.002505810000000,2,-2075
0.002511470000000,1,0
0.002517140000000,2,1517
0.002522810000000,1,-1
0.002528480000000,2,-1691
0.002534150000000,1,0
0.002539820000000,2,1632
0.002545490000000,1,-1
0.002551160000000,2,-1282
0.002556830000000,1,0
0.002562500000000,2,1818
0.002568160000000,1,-1
0.002573830000000,2,-873
0.002579500000000,1,0
0.002585170000000,2,2180
0.002590840000000,1,-1
0.002596510000000,2,-521
0.002602180000000,1,0
0.002607850000000,2,2692
0.002613510000000,1,-1
0.002619180000000,2,-320
0.002624850000000,1,0
0.002630520000000,2,3222
0.002636190000000,1,-1
0.002641860000000,2,-287
0.002647530000000,1,0
0.002653200000000,2,3693
0.002658870000000,1,-1
0.002664530000000,2,-357
0.002670200000000,1,0
0.002675870000000,2,4121
0.002681540000000,1,-1
0.002687210000000,2,-450
0.002692880000000,1,0
0.002698550000000,2,4511
0.002704220000000,1,-1
0.002709890000000,2,-460
0.002715550000000,1,0
0.002721220000000,2,4880
0.002726890000000,1,-1
0.002732560000000,2,-287
0.002738230000000,1,0
0.002743900000000,2,5231
0.002749570000000,1,0
0.002755240000000,2,77
0.002760910000000,1,0
0.002766580000000,2,5501
0.002772240000000,1,0
0.002777910000000,2,575
0.002783580000000,1,0
0.002789250000000,2,5639
0.002794920000000,1,0
0.002800590000000,2,1128
0.002806260000000,1,0
0.002811920000000,2,5686
0.002817590000000,1,0
0.002823260000000,2,1601
0.002828930000000,1,0
0.002834600000000,2,5725
0.002840270000000,1,0
0.002845940000000,2,1833
0.002851610000000,1,0
0.002857280000000,2,5798
0.002862940000000,1,0
0.002868610000000,2,1785
0.002874280000000,1,0
0.002879950000000,2,5901
0.002885620000000,1,0
0.002891290000000,2,1567
0.002896960000000,1,0
0.002902630000000,2,5986
0.002908300000000,1,0
0.002913970000000,2,1342
0.002919630000000,1,0
0.002925300000000,2,5979
0.002930970000000,1,0
0.002936640000000,2,1229
0.002942310000000,1,0
0.002947980000000,2,5861
0.002953650000000,1,0
0.002959320000000,2,1289
0.002964980000000,1,0
0.002970650000000,2,5714
0.002976320000000,1,0
0.002981990000000,2,1540
0.002987660000000,1,0
0.002993330000000,2,5641
0.002999000000000,1,0
0.003004670000000,2,1949
0.003010340000000,1,0
0.003016000000000,2,5654
0.003021670000000,1,0
0.003027340000000,2,2434
0.003033010000000,1,0
0.003038680000000,2,5683
0.003044350000000,1,0
0.003050020000000,2,2877
0.003055690000000,1,0
0.003061360000000,2,5661
0.003067020000000,1,0
0.003072690000000,2,3129
0.003078360000000,1,0
0.003084030000000,2,5547
0.003089700000000,1,0
0.003095370000000,2,3069
0.003101040000000,1,0
0.003106710000000,2,5310
0.003112370000000,1,0
0.003118040000000,2,2735
0.003123710000000,1,0
0.003129380000000,2,4962
0.003135050000000,1,0
0.003140720000000,2,2321
0.003146390000000,1,0
0.003152060000000,2,4584
0.003157730000000,1,0
0.003163390000000,2,1999
0.003169060000000,1,0
0.003174730000000,2,4221
0.003180400000000,1,0
0.003186070000000,2,1827
0.003191740000000,1,0
0.003197410000000,2,3872
0.003203080000000,1,0
0.003208750000000,2,1855
0.003214420000000,1,0
0.003220080000000,2,3596
0.003225750000000,1,0
0.003231420000000,2,2147
0.003237090000000,1,0
0.003242760000000,2,3498
0.003248430000000,1,0
0.003254100000000,2,2678
0.003259770000000,1,0
0.003265430000000,2,3593
0.003271100000000,1,0
0.003276770000000,2,3340
0.003282440000000,1,0
0.003288110000000,2,3786
0.003293780000000,1,0
0.003299450000000,2,4012
0.003305120000000,1,0
0.003310790000000,2,3946
0.003316450000000,1,0
0.003322120000000,2,4563
0.003327790000000,1,0
0.003333460000000,2,3948
0.003339130000000,1,0
0.003344800000000,2,4893
0.003350470000000,1,0
0.003356140000000,2,3763
0.003361810000000,1,0
0.003367470000000,2,4981
0.003373140000000,1,0
0.003378810000000,2,3494
0.003384480000000,1,0
0.003390150000000,2,4842
0.003395820000000,1,0
0.003401490000000,2,3250
0.003407160000000,1,0
0.003412830000000,2,4558
0.003418490000000,1,0
0.003424160000000,2,3085
0.003429830000000,1,0
0.003435500000000,2,4330
0.003441170000000,1,0
0.003446840000000,2,3058
0.003452510000000,1,0
0.003458180000000,2,4318
0.003463840000000,1,0
0.003469510000000,2,3194
0.003475180000000,1,0
0.003480850000000,2,4494
0.003486520000000,1,0
0.003492190000000,2,3436
0.003497860000000,1,0
0.003503530000000,2,4771
0.003509200000000,1,0
0.003514860000000,2,3743
0.003520530000000,1,0
0.003526200000000,2,5112
0.003531870000000,1,0
0.003537540000000,2,4106
0.003543210000000,1,0
0.003548880000000,2,5429
0.003554550000000,1,0
0.003560220000000,2,4398
0.003565890000000,1,0
0.003571550000000,2,5585
0.003577220000000,1,0
0.003582890000000,2,4453
0.003588560000000,1,0
0.003594230000000,2,5526
0.003599900000000,1,0
0.003605570000000,2,4267
0.003611230000000,1,0
0.003616910000000,2,5275
0.003622570000000,1,0
0.003628240000000,2,3969
0.003633910000000,1,0
0.003639580000000,2,4881
0.003645250000000,1,0
0.003650920000000,2,3699
0.003656590000000,1,0
0.003662260000000,2,4473
0.003667920000000,1,0
0.003673590000000,2,3582
0.003679260000000,1,0
0.003684930000000,2,4202
0.003690600000000,1,0
0.003696270000000,2,3690
0.003701940000000,1,0
0.003707610000000,2,4120
0.003713280000000,1,0
0.003718940000000,2,3964
0.003724610000000,1,0
0.003730280000000,2,4226
0.003735950000000,1,0
0.003741620000000,2,4297
0.003747290000000,1,0
0.003752960000000,2,4520
0.003758630000000,1,0
0.003764300000000,2,4616
0.003769960000000,1,0
0.003775630000000,2,4930
0.003781300000000,1,0
0.003786970000000,2,4843
0.003792640000000,1,0
0.003798310000000,2,5318
0.003803980000000,1,0
0.003809650000000,2,4901
0.003815310000000,1,0
0.003820980000000,2,5602
0.003826650000000,1,0
0.003832320000000,2,4791
0.003837990000000,1,0
0.003843660000000,2,5750
0.003849330000000,1,0
0.003855000000000,2,4550
0.003860670000000,1,0
0.003866330000000,2,5732
0.003872000000000,1,0
0.003877670000000,2,4195
0.003883340000000,1,0
0.003889010000000,2,5523
0.003894680000000,1,0
0.003900350000000,2,3780
0.003906020000000,1,0
0.003911690000000,2,5145
0.003917360000000,1,0
0.003923020000000,2,3430
0.003928690000000,1,0
0.003934360000000,2,4672
0.003940030000000,1,0
0.003945700000000,2,3278
0.003951370000000,1,0
0.003957040000000,2,4227
0.003962700000000,1,0
0.003968370000000,2,3382
0.003974040000000,1,0
0.003979710000000,2,3931
0.003985380000000,1,0
0.003991050000000,2,3702
0.003996720000000,1,0
0.004002390000000,2,3832
0.004008060000000,1,0
0.004013730000000,2,4145
0.004019390000000,1,0
0.004025060000000,2,3889
0.004030730000000,1,0
0.004036400000000,2,4614
0.004042070000000,1,0
0.004047740000000,2,4020
0.004053410000000,1,0
0.004059080000000,2,5034
0.004064750000000,1,0
0.004070410000000,2,4161
0.004076080000000,1,0
0.004081750000000,2,5339
0.004087420000000,1,0
0.004093090000000,2,4282
0.004098760000000,1,0
0.004104430000000,2,5478
0.004110100000000,1,0
0.004115760000000,2,4361
0.004121430000000,1,0
0.004127100000000,2,5436
0.004132770000000,1,0
0.004138440000000,2,4367
0.004144110000000,1,0
0.004149780000000,2,5261
0.004155450000000,1,0
0.004161120000000,2,4304
0.004166780000000,1,0
0.004172450000000,2,5052
0.004178120000000,1,0
0.004183790000000,2,4208
0.004189460000000,1,0
0.004195130000000,2,4894
0.004200800000000,1,0
0.004206470000000,2,4135
0.004212140000000,1,0
0.004217810000000,2,4821
0.004223470000000,1,0
0.004229140000000,2,4168
0.004234810000000,1,0
0.004240480000000,2,4845
0.004246150000000,1,0
0.004251820000000,2,4369
0.004257490000000,1,0
0.004263160000000,2,4941
0.004268820000000,1,0
0.004274490000000,2,4715
0.004280160000000,1,0
0.004285830000000,2,5025
0.004291500000000,1,0
0.004297170000000,2,5137
0.004302840000000,1,0
0.004308510000000,2,5036
0.004314170000000,1,0
0.004319840000000,2,5545
0.004325510000000,1,0
0.004331180000000,2,4985
0.004336850000000,1,0
0.004342520000000,2,5795
0.004348190000000,1,0
0.004353860000000,2,4887
0.004359530000000,1,0
0.004365200000000,2,5784
0.004370860000000,1,0
0.004376530000000,2,4743
0.004382200000000,1,0
0.004387870000000,2,5558
0.004393540000000,1,0
0.004399210000000,2,4594
0.004404880000000,1,0
0.004410550000000,2,5207
0.004416210000000,1,0
0.004421880000000,2,4452
0.004427550000000,1,0
0.004433220000000,2,4756
0.004438890000000,1,0
0.004444560000000,2,4283
0.004450230000000,1,0
0.004455900000000,2,4273
0.004461570000000,1,0
0.004467230000000,2,4141
0.004472900000000,1,0
0.004478570000000,2,3903
0.004484240000000,1,0
0.004489910000000,2,4130
0.004495580000000,1,0
0.004501250000000,2,3711
0.004506920000000,1,0
0.004512590000000,2,4211
0.004518250000000,1,0
0.004523920000000,2,3674
0.004529590000000,1,0
0.004535260000000,2,4242
0.004540930000000,1,0
0.004546600000000,2,3767
0.004552270000000,1,0
0.004557940000000,2,4169
0.004563610000000,1,0
0.004569280000000,2,3935
0.004574940000000,1,0
0.004580610000000,2,4019
0.004586280000000,1,0
0.004591950000000,2,4069
0.004597620000000,1,0
0.004603290000000,2,3795
0.004608960000000,1,0
0.004614620000000,2,4106
0.004620290000000,1,0
0.004625960000000,2,3493
0.004631630000000,1,0
0.004637300000000,2,4041
0.004642970000000,1,0
0.004648640000000,2,3114
0.004654310000000,1,0
0.004659980000000,2,3890
0.004665650000000,1,0
0.004671310000000,2,2691
0.004676980000000,1,0
0.004682650000000,2,3726
0.004688320000000,1,0
0.004693990000000,2,2332
0.004699660000000,1,0
0.004705330000000,2,3616
0.004711000000000,1,0
0.004716670000000,2,2139
0.004722330000000,1,0
0.004728000000000,2,3542
0.004733670000000,1,0
0.004739340000000,2,2064
0.004745010000000,1,0
0.004750680000000,2,3469
0.004756350000000,1,0
0.004762020000000,2,1993
0.004767680000000,1,0
0.004773350000000,2,3436
0.004779020000000,1,0
0.004784690000000,2,1868
0.004790360000000,1,0
0.004796030000000,2,3449
0.004801700000000,1,0
0.004807370000000,2,1629
0.004813040000000,1,0
0.004818700000000,2,3460
0.004824370000000,1,0
0.004830040000000,2,1223
0.004835710000000,1,0
0.004841380000000,2,3439
0.004847050000000,1,0
0.004852720000000,2,698
0.004858390000000,1,0
0.004864060000000,2,3348
0.004869720000000,1,0
0.004875390000000,2,169
0.004881060000000,1,0
0.004886730000000,2,3129
0.004892400000000,1,-1
0.004898070000000,2,-287
0.004903740000000,1,0
0.004909410000000,2,2775
0.004915070000000,1,-1
0.004920750000000,2,-637
0.004926410000000,1,0
0.004932080000000,2,2354
0.004937750000000,1,-1
0.004943420000000,2,-878
0.004949090000000,1,0
0.004954760000000,2,1940
0.004960430000000,1,-1
0.004966090000000,2,-1037
0.004971760000000,1,0
0.004977430000000,2,1593
0.004983100000000,1,-1
0.004988770000000,2,-1121
0.004994440000000,1,0
0.005000110000000,2,1369
0.005005780000000,1,-1
0.005011450000000,2,-1128
0.005017120000000,1,0
0.005022780000000,2,1296
0.005028450000000,1,-1
0.005034120000000,2,-1118
0.005039790000000,1,0
0.005045460000000,2,1370
0.005051130000000,1,-1
0.005056800000000,2,-1185
0.005062460000000,1,0
0.005068130000000,2,1554
0.005073800000000,1,-1
0.005079470000000,2,-1368
0.005085140000000,1,0
0.005090810000000,2,1767
0.005096480000000,1,-1
0.005102150000000,2,-1603
0.005107820000000,1,0
0.005113490000000,2,1927
0.005119160000000,1,-1
0.005124820000000,2,-1770
0.005130490000000,1,0
0.005136160000000,2,1971
0.005141830000000,1,-1
0.005147500000000,2,-1814
0.005153170000000,1,0
0.005158840000000,2,1877
0.005164510000000,1,-1
0.005170170000000,2,-1786
0.005175840000000,1,0
0.005181510000000,2,1687
0.005187180000000,1,-1
0.005192850000000,2,-1741
0.005198520000000,1,0
0.005204190000000,2,1475
0.005209860000000,1,-1
0.005215530000000,2,-1667
0.005221190000000,1,0
0.005226860000000,2,1275
0.005232530000000,1,-1
0.005238200000000,2,-1545
0.005243870000000,1,0
0.005249540000000,2,1107
0.005255210000000,1,-1
0.005260880000000,2,-1398
0.005266540000000,1,0
0.005272210000000,2,1010
0.005277880000000,1,-1
0.005283550000000,2,-1283
0.005289220000000,1,0
0.005294890000000,2,995
0.005300560000000,1,-1
0.005306230000000,2,-1296
0.005311900000000,1,0
0.005317560000000,2,1042
0.005323230000000,1,-1
0.005328900000000,2,-1484
0.005334570000000,1,0
0.005340240000000,2,1159
0.005345910000000,1,-1
0.005351580000000,2,-1761
0.005357250000000,1,0
0.005362920000000,2,1348
0.005368590000000,1,-1
0.005374250000000,2,-1976
0.005379920000000,1,0
0.005385590000000,2,1523
0.005391260000000,1,-1
0.005396930000000,2,-2056
0.005402600000000,1,0
0.005408270000000,2,1592
0.005413930000000,1,-1
0.005419600000000,2,-1992
0.005425270000000,1,0
0.005430940000000,2,1515
0.005436610000000,1,-1
0.005442280000000,2,-1797
0.005447950000000,1,0
0.005453620000000,2,1275
0.005459290000000,1,-1
0.005464960000000,2,-1529
0.005470620000000,1,0
0.005476290000000,2,902
0.005481960000000,1,-1
0.005487630000000,2,-1243
0.005493300000000,1,0
0.005498970000000,2,506
0.005504640000000,1,-1
0.005510310000000,2,-928
0.005515980000000,1,0
0.005521640000000,2,204
0.005527310000000,1,-1
0.005532980000000,2,-576
0.005538650000000,1,0
0.005544320000000,2,88
0.005549990000000,1,-1
0.005555660000000,2,-241
0.005561330000000,1,0
0.005567000000000,2,218
0.005572660000000,1,0
0.005578330000000,2,22
0.005584000000000,1,0
0.005589670000000,2,564
0.005595340000000,1,0
0.005601010000000,2,171
0.005606680000000,1,0
0.005612350000000,2,981
0.005618010000000,1,0
0.005623680000000,2,214
0.005629350000000,1,0
0.005635020000000,2,1327
0.005640690000000,1,0
0.005646360000000,2,251
0.005652030000000,1,0
0.005657700000000,2,1492
0.005663370000000,1,0
0.005669040000000,2,357
0.005674700000000,1,0
0.005680370000000,2,1399
0.005686040000000,1,0
0.005691710000000,2,467
0.005697380000000,1,0
0.005703050000000,2,1076
0.005708720000000,1,0
0.005714390000000,2,501
0.005720050000000,1,0
0.005725720000000,2,654
0.005731390000000,1,0
0.005737060000000,2,476
0.005742730000000,1,0
0.005748400000000,2,233
0.005754070000000,1,0
0.005759740000000,2,437
0.005765400000000,1,-1
0.005771070000000,2,-121
0.005776740000000,1,0
0.005782410000000,2,434
0.005788080000000,1,-1
0.005793750000000,2,-301
0.005799420000000,1,0
0.005805090000000,2,533
0.005810760000000,1,-1
0.005816430000000,2,-241
0.005822090000000,1,0
0.005827760000000,2,745
0.005833430000000,1,0
0.005839100000000,2,4
0.005844770000000,1,0
0.005850440000000,2,1005
0.005856110000000,1,0
0.005861780000000,2,286
0.005867450000000,1,0
0.005873110000000,2,1237
0.005878780000000,1,0
0.005884450000000,2,423
0.005890120000000,1,0
0.005895790000000,2,1385
0.005901460000000,1,0
0.005907130000000,2,305
0.005912800000000,1,0
0.005918460000000,2,1427
0.005924130000000,1,-1
0.005929800000000,2,-58
0.005935470000000,1,0
0.005941140000000,2,1387
0.005946810000000,1,-1
0.005952480000000,2,-603
0.005958150000000,1,0
0.005963820000000,2,1268
0.005969480000000,1,-1
0.005975150000000,2,-1237
0.005980820000000,1,0
0.005986490000000,2,1057
0.005992160000000,1,-1
0.005997830000000,2,-1800
0.006003500000000,1,0
0.006009170000000,2,817
0.006014840000000,1,-1
0.006020510000000,2,-2151
0.006026170000000,1,0
0.006031840000000,2,649
0.006037510000000,1,-1
0.006043180000000,2,-2249
0.006048850000000,1,0
0.006054520000000,2,602
0.006060190000000,1,-1
0.006065850000000,2,-2101
0.006071520000000,1,0
0.006077190000000,2,686
0.006082860000000,1,-1
0.006088530000000,2,-1735
0.006094200000000,1,0
0.006099870000000,2,858
0.006105540000000,1,-1
0.006111210000000,2,-1266
0.006116880000000,1,0
0.006122540000000,2,1012
0.006128210000000,1,-1
0.006133880000000,2,-864
0.006139550000000,1,0
0.006145220000000,2,1058
0.006150890000000,1,-1
0.006156560000000,2,-703
0.006162230000000,1,0
0.006167900000000,2,980
0.006173560000000,1,-1
0.006179230000000,2,-885
0.006184900000000,1,0
0.006190570000000,2,806
0.006196240000000,1,-1
0.006201910000000,2,-1346
0.006207580000000,1,0
0.006213250000000,2,583
0.006218920000000,1,-1
0.006224580000000,2,-1893
0.006230250000000,1,0
0.006235920000000,2,356
0.006241590000000,1,-1
0.006247260000000,2,-2350
