-1.58000000E-05,9.52100000E-01,2.93000000E-03
-1.57992000E-05,1.05000000E+00,2.93000000E-03
-1.57984000E-05,9.03300000E-01,6.83600000E-03
-1.57976000E-05,9.03300000E-01,6.83600000E-03
-1.57968000E-05,9.52100000E-01,2.93000000E-03
-1.57960000E-05,1.00100000E+00,4.88300000E-03
-1.57952000E-05,9.52100000E-01,6.83600000E-03
-1.57944000E-05,9.03300000E-01,9.76600000E-04
-1.57936000E-05,8.05700000E-01,2.93000000E-03
-1.57928000E-05,9.03300000E-01,4.88300000E-03
-1.57920000E-05,8.54500000E-01,8.78900000E-03
-1.57912000E-05,9.03300000E-01,9.76600000E-04
-1.57904000E-05,9.03300000E-01,2.93000000E-03
-1.57896000E-05,8.05700000E-01,2.93000000E-03
-1.57888000E-05,9.03300000E-01,-9.76600000E-04
-1.57880000E-05,9.03300000E-01,2.93000000E-03
-1.57872000E-05,8.05700000E-01,9.76600000E-04
-1.57864000E-05,1.05000000E+00,8.78900000E-03
-1.57856000E-05,9.03300000E-01,6.83600000E-03
-1.57848000E-05,9.03300000E-01,2.93000000E-03
-1.57840000E-05,9.03300000E-01,4.88300000E-03
-1.57832000E-05,1.00100000E+00,2.93000000E-03
-1.57824000E-05,9.03300000E-01,9.76600000E-04
-1.57816000E-05,9.03300000E-01,-2.93000000E-03
-1.57808000E-05,7.56800000E-01,2.93000000E-03
-1.57800000E-05,9.52100000E-01,9.76600000E-04
-1.57792000E-05,9.03300000E-01,6.83600000E-03
-1.57784000E-05,9.03300000E-01,4.88300000E-03
-1.57776000E-05,1.00100000E+00,2.93000000E-03
-1.57768000E-05,9.03300000E-01,1.07400000E-02
-1.57760000E-05,8.05700000E-01,6.83600000E-03
-1.57752000E-05,9.52100000E-01,9.76600000E-04
-1.57744000E-05,9.03300000E-01,2.93000000E-03
-1.57736000E-05,1.00100000E+00,6.83600000E-03
-1.57728000E-05,8.05700000E-01,9.76600000E-04
-1.57720000E-05,8.05700000E-01,2.93000000E-03
-1.57712000E-05,9.03300000E-01,8.78900000E-03
-1.57704000E-05,9.52100000E-01,6.83600000E-03
-1.57696000E-05,9.03300000E-01,4.88300000E-03
-1.57688000E-05,9.03300000E-01,6.83600000E-03
-1.57680000E-05,1.00100000E+00,9.76600000E-04
-1.57672000E-05,9.03300000E-01,6.83600000E-03
-1.57664000E-05,9.03300000E-01,6.83600000E-03
-1.57656000E-05,8.05700000E-01,4.88300000E-03
-1.57648000E-05,9.52100000E-01,1.07400000E-02
-1.57640000E-05,8.05700000E-01,8.78900000E-03
-1.57632000E-05,7.08000000E-01,8.78900000E-03
-1.57624000E-05,9.52100000E-01,6.83600000E-03
-1.57616000E-05,8.54500000E-01,-2.93000000E-03
-1.57608000E-05,9.52100000E-01,9.76600000E-04
-1.57600000E-05,1.05000000E+00,2.93000000E-03
-1.57592000E-05,8.54500000E-01,1.07400000E-02
-1.57584000E-05,9.03300000E-01,1.27000000E-02
-1.57576000E-05,9.03300000E-01,1.46500000E-02
-1.57568000E-05,8.05700000E-01,6.83600000E-03
-1.57560000E-05,9.52100000E-01,1.07400000E-02
-1.57552000E-05,9.52100000E-01,8.78900000E-03
-1.57544000E-05,9.03300000E-01,6.83600000E-03
-1.57536000E-05,1.00100000E+00,1.07400000E-02
-1.57528000E-05,1.00100000E+00,1.46500000E-02
-1.57520000E-05,9.03300000E-01,1.07400000E-02
-1.57512000E-05,8.54500000E-01,1.07400000E-02
-1.57504000E-05,9.52100000E-01,1.07400000E-02
-1.57496000E-05,8.54500000E-01,1.46500000E-02
-1.57488000E-05,9.03300000E-01,1.27000000E-02
-1.57480000E-05,9.03300000E-01,1.07400000E-02
-1.57472000E-05,9.52100000E-01,1.27000000E-02
-1.57464000E-05,9.03300000E-01,6.83600000E-03
-1.57456000E-05,9.52100000E-01,4.88300000E-03
-1.57448000E-05,1.05000000E+00,1.27000000E-02
-1.57440000E-05,9.03300000E-01,6.83600000E-03
-1.57432000E-05,9.03300000E-01,4.88300000E-03
-1.57424000E-05,8.54500000E-01,8.78900000E-03
-1.57416000E-05,9.03300000E-01,8.78900000E-03
-1.57408000E-05,9.03300000E-01,1.46500000E-02
-1.57400000E-05,9.03300000E-01,6.83600000E-03
-1.57392000E-05,9.52100000E-01,6.83600000E-03
-1.57384000E-05,9.03300000E-01,8.78900000E-03
-1.57376000E-05,9.03300000E-01,1.07400000E-02
-1.57368000E-05,9.03300000E-01,1.27000000E-02
-1.57360000E-05,9.03300000E-01,8.78900000E-03
-1.57352000E-05,9.03300000E-01,1.07400000E-02
-1.57344000E-05,8.54500000E-01,8.78900000E-03
-1.57336000E-05,9.03300000E-01,1.46500000E-02
-1.57328000E-05,8.05700000E-01,2.93000000E-03
-1.57320000E-05,9.03300000E-01,1.27000000E-02
-1.57312000E-05,8.54500000E-01,1.27000000E-02
-1.57304000E-05,8.54500000E-01,1.46500000E-02
-1.57296000E-05,8.54500000E-01,1.66000000E-02
-1.57288000E-05,1.00100000E+00,1.46500000E-02
-1.57280000E-05,9.03300000E-01,8.78900000E-03
-1.57272000E-05,1.05000000E+00,1.46500000E-02
-1.57264000E-05,1.00100000E+00,1.46500000E-02
-1.57256000E-05,9.52100000E-01,1.27000000E-02
-1.57248000E-05,9.03300000E-01,1.07400000E-02
-1.57240000E-05,9.03300000E-01,1.46500000E-02
-1.57232000E-05,8.54500000E-01,1.46500000E-02
-1.57224000E-05,1.05000000E+00,1.27000000E-02
-1.57216000E-05,9.03300000E-01,1.07400000E-02
-1.57208000E-05,9.52100000E-01,1.27000000E-02
-1.57200000E-05,9.03300000E-01,8.78900000E-03
-1.57192000E-05,9.03300000E-01,1.27000000E-02
-1.57184000E-05,1.00100000E+00,1.46500000E-02
-1.57176000E-05,9.03300000E-01,1.27000000E-02
-1.57168000E-05,9.52100000E-01,1.66000000E-02
-1.57160000E-05,1.00100000E+00,1.46500000E-02
-1.57152000E-05,9.52100000E-01,8.78900000E-03
-1.57144000E-05,9.03300000E-01,1.46500000E-02
-1.57136000E-05,1.00100000E+00,1.46500000E-02
-1.57128000E-05,8.54500000E-01,1.46500000E-02
-1.57120000E-05,1.00100000E+00,1.46500000E-02
-1.57112000E-05,9.03300000E-01,1.07400000E-02
-1.57104000E-05,8.05700000E-01,1.66000000E-02
-1.57096000E-05,8.54500000E-01,1.27000000E-02
-1.57088000E-05,8.54500000E-01,1.07400000E-02
-1.57080000E-05,9.03300000E-01,2.24600000E-02
-1.57072000E-05,8.54500000E-01,1.85500000E-02
-1.57064000E-05,8.54500000E-01,1.46500000E-02
-1.57056000E-05,9.52100000E-01,1.46500000E-02
-1.57048000E-05,9.52100000E-01,1.46500000E-02
-1.57040000E-05,1.00100000E+00,1.66000000E-02
-1.57032000E-05,1.00100000E+00,1.66000000E-02
-1.57024000E-05,9.52100000E-01,8.78900000E-03
-1.57016000E-05,8.54500000E-01,2.05100000E-02
-1.57008000E-05,9.52100000E-01,1.85500000E-02
-1.57000000E-05,9.03300000E-01,1.85500000E-02
-1.56992000E-05,9.03300000E-01,1.46500000E-02
-1.56984000E-05,9.03300000E-01,8.78900000E-03
-1.56976000E-05,9.03300000E-01,1.46500000E-02
-1.56968000E-05,9.03300000E-01,1.85500000E-02
-1.56960000E-05,1.00100000E+00,2.05100000E-02
